Order Date Time,order_item_id,Order Status,SKU ID,Product ID,Category,Product Name,Shopify ID,Merchant SKU,Merchant ID,Brand,HSN code,Payment ID,Payment Gateway,Payment Method,Issuer,Card Brand,Card Type,GMV,paid via CRED Balance,PG Cost Base,PG Rate,PG Cost Includig Tax,OMS Type,OMS Cost,Payout after Platform Cost Deductions,GST Rate on GMV,Net GMV,TCS on Net GMV,TDS on Net GMV,Payout after tax Deductions,Fulfilment Type,Warehouse Location Code,Source Address State,Source Pincode,Destination Address State,Destination Pincode,Zone,Chargeable weight in KG,Estimated Shipment Cost Including GST,Payout after Shipment Deduction,Final Forward Shipment Cost Including GST,Forward Shipment Cost Sundry Adjustment,Forward Shipment Cost Sundry Adjustment Reason,Payout After Adjustments,Seller Final Payout,Final Payout Status
4/4/2024,0XZ0XYNJ6N1ZZ,DELIVERED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HTKZ35D87E0S2SYF6S73A9BN,CYBERSOURCE,CARD,FDRL,VISA,CREDIT,199,0,199,0.0169,3.9685,SELF,0,195.03,0.18,168.6440678,1.686440678,1.686440678,191.6571186,MANAGED,XTR560036A,KARNATAKA,560036,GUJARAT,380001,C,0.01,35,156.6571186,0,0,,156.6571186,156.6571186,open
4/4/2024,2DJWW4NPNYWWE,DELIVERED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HTM863RSMTT6S5N4MFKYJT6Z,CYBERSOURCE,CARD,SBIN,VISA,CREDIT,199,0,199,0.0169,3.9685,SELF,0,195.03,0.18,168.6440678,1.686440678,1.686440678,191.6571186,MANAGED,XTR560036A,KARNATAKA,560036,MAHARASHTRA,400097,C,0.01,35,156.6571186,0,0,,156.6571186,156.6571186,open
4/4/2024,5Q4XDQNE5YE42,DELIVERED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HTM8ZGJHFA3R4AADVHAY584Z,ICICI_UPI_DIRECT,UPI,,,,199,0,199,0,0,SELF,0,199,0.18,168.6440678,1.686440678,1.686440678,195.6271186,MANAGED,XTR560036A,KARNATAKA,560036,TELANGANA,500035,C,0.01,35,160.6271186,0,0,,160.6271186,160.6271186,open
4/5/2024,460G59P9PRQL,SHIPPED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HTQHPA6G8WQQVB30KKEPHCWD,CYBERSOURCE,CARD,SBIN,MASTERCARD,CREDIT,199,0,199,0.0169,3.9685,SELF,0,195.03,0.18,168.6440678,1.686440678,1.686440678,191.6571186,MANAGED,XTR560036A,KARNATAKA,560036,MADHYA PRADESH,455001,D,0.01,35,156.6571186,0,0,,156.6571186,156.6571186,open
4/6/2024,Z8XDZXXNVQ2X2,SHIPPED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HTS8XHEWWYZX1DJAH4C7SMSZ,CRED_BNPL,LINE_OF_CREDIT,,,,199,0,199,0.018,4.2268,SELF,0,194.77,0.18,168.6440678,1.686440678,1.686440678,191.3971186,MANAGED,XTR560036A,KARNATAKA,560036,KARNATAKA,581308,B,0.01,35,156.3971186,0,0,,156.3971186,156.3971186,open
4/6/2024,NJ3L3DG8LPZ0J,SHIPPED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HTSHXNS2KD8Y1DBHRPJZ7XWX,CYBERSOURCE,CARD,KKBK,VISA,CREDIT,199,0,199,0.0169,3.9685,SELF,0,195.03,0.18,168.6440678,1.686440678,1.686440678,191.6571186,MANAGED,XTR560036A,KARNATAKA,560036,WEST BENGAL,700015,C,0.01,35,156.6571186,0,0,,156.6571186,156.6571186,open
4/6/2024,XZPX96WQ115D5,SHIPPED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HTT3AZAWNB2F3KG370FA3M0Y,CYBERSOURCE,CARD,UTIB,VISA,CREDIT,199,0,199,0.0169,3.9685,SELF,0,195.03,0.18,168.6440678,1.686440678,1.686440678,191.6571186,MANAGED,XTR560036A,KARNATAKA,560036,MAHARASHTRA,400101,C,0.01,35,156.6571186,0,0,,156.6571186,156.6571186,open
4/7/2024,Z86JVXLYLWJDG,SHIPPED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HTTFKGBEV35FPW8T18GKN2ZW,CYBERSOURCE,CARD,KKBK,VISA,CREDIT,199,0,199,0.0169,3.9685,SELF,0,195.03,0.18,168.6440678,1.686440678,1.686440678,191.6571186,MANAGED,XTR560036A,KARNATAKA,560036,TELANGANA,500010,C,0.01,35,156.6571186,0,0,,156.6571186,156.6571186,open
4/7/2024,J986Z6YNPJD06,SHIPPED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HTTFKGBEV35FPW8T18GKN2ZW,CYBERSOURCE,CARD,KKBK,VISA,CREDIT,199,0,199,0.0169,3.9685,SELF,0,195.03,0.18,168.6440678,1.686440678,1.686440678,191.6571186,MANAGED,XTR560036A,KARNATAKA,560036,TELANGANA,500010,C,0.01,35,156.6571186,0,0,,156.6571186,156.6571186,open
4/7/2024,9ERQJP5Z2QY6N,SHIPPED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HTWENPEMXH7C9BVX8FC03ZNA,CYBERSOURCE,CARD,SBIN,MASTERCARD,CREDIT,199,0,199,0.0169,3.9685,SELF,0,195.03,0.18,168.6440678,1.686440678,1.686440678,191.6571186,MANAGED,XTR560036A,KARNATAKA,560036,KARNATAKA,560066,A,0.01,31,160.6571186,0,0,,160.6571186,160.6571186,open
4/7/2024,5QD6R5JR3LNPP,SHIPPED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HTWF2148PZRKT31EZZAKP9RC,ICICI_UPI_DIRECT,UPI,,,,199,0,199,0,0,SELF,0,199,0.18,168.6440678,1.686440678,1.686440678,195.6271186,MANAGED,XTR560036A,KARNATAKA,560036,WEST BENGAL,700048,C,0.01,35,160.6271186,0,0,,160.6271186,160.6271186,open
4/7/2024,Z82WQQ2WLZ3ZE,SHIPPED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HTWMG0NCN5D3ZVZ291ERBXWJ,ICICI_UPI_DIRECT,UPI,,,,199,0,199,0,0,SELF,0,199,0.18,168.6440678,1.686440678,1.686440678,195.6271186,MANAGED,XTR560036A,KARNATAKA,560036,MAHARASHTRA,401107,C,0.01,35,160.6271186,0,0,,160.6271186,160.6271186,open
4/8/2024,GY5VYL3D39538,SELLER_CONFIRMED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HTY5JA7TPVZ1J7E2EQ5KYGYG,CRED_AXIS_UPI,UPI,,,,199,0,199,0,0,SELF,0,199,0.18,168.6440678,1.686440678,1.686440678,195.6271186,MANAGED,XTR560036A,KARNATAKA,560036,MAHARASHTRA,413213,D,0.01,35,160.6271186,0,0,,160.6271186,160.6271186,open
4/8/2024,RPJ60ELW3RRD0,SELLER_CONFIRMED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HTYARY5ACAZF4G1XX7D20AAV,CRED_AXIS_UPI,UPI,,,,199,0,199,0,0,SELF,0,199,0.18,168.6440678,1.686440678,1.686440678,195.6271186,MANAGED,XTR560036A,KARNATAKA,560036,KARNATAKA,574116,B,0.01,35,160.6271186,0,0,,160.6271186,160.6271186,open
4/8/2024,38YJVW5RYJXX,SELLER_CONFIRMED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HTZAE3SSP8DBRWBFHMEY43G6,CYBERSOURCE,CARD,HDFC,VISA,CREDIT,199,0,199,0.0169,3.9685,SELF,0,195.03,0.18,168.6440678,1.686440678,1.686440678,191.6571186,MANAGED,XTR560036A,KARNATAKA,560036,PUNJAB,160104,D,0.01,35,156.6571186,0,0,,156.6571186,156.6571186,open
4/9/2024,VQXL1E3YYP0RZ,SELLER_CONFIRMED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HV20NH5W48TN43BPF0BT0CH0,CYBERSOURCE,CARD,HDFC,VISA,CREDIT,199,0,199,0.0169,3.9685,SELF,0,195.03,0.18,168.6440678,1.686440678,1.686440678,191.6571186,MANAGED,XTR560036A,KARNATAKA,560036,KARNATAKA,560050,A,0.01,31,160.6571186,0,0,,160.6571186,160.6571186,open
4/10/2024,G8XXEQX1JQ86,SELLER_CONFIRMED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HV2F6PCAG7MWK1HX8X3NNBV6,CRED_AXIS_UPI,UPI,,,,199,0,199,0,0,SELF,0,199,0.18,168.6440678,1.686440678,1.686440678,195.6271186,MANAGED,XTR560036A,KARNATAKA,560036,TAMIL NADU,600012,C,0.01,35,160.6271186,0,0,,160.6271186,160.6271186,open
4/10/2024,Q6PY04N04G5Z0,SELLER_CONFIRMED,a6659100-ecc6-4039-ad78-8c0e1d151342,a6659100-ecc6-4039-ad78-8c0e1d151342,fashion_93e,unisex inner helmet skull cap - pack of 2,,EF-XT-SKL-ONG-BLK-P2,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,65050090,01HV2NTBWY7FVJDAR5H1ZDM6XF,CYBERSOURCE,CARD,HDFC,MASTERCARD,CREDIT,199,0,199,0.0169,3.9685,SELF,0,195.03,0.18,168.6440678,1.686440678,1.686440678,191.6571186,MANAGED,XTR560036A,KARNATAKA,560036,KARNATAKA,560058,A,0.01,31,160.6571186,0,0,,160.6571186,160.6571186,open
4/2/2024,0Y8Y421RVEVWY,DELIVERED,45dfce76-b69b-4eff-bc99-c0fde39371fe,a56d02b4-e6f8-40f0-9c8b-ea01f0101701,bike_accessories,motorbike gloves,,XTR-BG-BLK-NEO-XL,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,63079090,01HTEMZR43QMXPFE1CT72237RB,CYBERSOURCE,CARD,SBIN,VISA,CREDIT,699,0,699,0.0169,13.9395,SELF,0,685.06,0.18,592.3728814,5.923728814,5.923728814,673.2125424,MANAGED,XTR560036A,KARNATAKA,560036,GUJARAT,382009,C,0.28,43,630.2125424,0,0,,630.2125424,630.2125424,open
4/2/2024,ZDEE1JJLJRJQ,RETURNED,45dfce76-b69b-4eff-bc99-c0fde39371fe,a56d02b4-e6f8-40f0-9c8b-ea01f0101701,bike_accessories,motorbike gloves,,XTR-BG-BLK-NEO-XL,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,63079090,01HTFJKB0SJFFDTC914QH7EBPH,CYBERSOURCE,CARD,INDB,MASTERCARD,CREDIT,699,0,699,0.0169,13.9395,SELF,0,685.06,0.18,592.3728814,5.923728814,5.923728814,673.2125424,MANAGED,XTR560036A,KARNATAKA,560036,GUJARAT,395009,D,0.28,47,626.2125424,0,0,,626.2125424,626.2125424,open
4/3/2024,898XPRDLJ0RJ1,RTO,45dfce76-b69b-4eff-bc99-c0fde39371fe,a56d02b4-e6f8-40f0-9c8b-ea01f0101701,bike_accessories,motorbike gloves,,XTR-BG-BLK-NEO-XL,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,63079090,01HTJJ2HJY4GQYVV3FVZB56JTN,CYBERSOURCE,CARD,KKBK,VISA,CREDIT,699,0,699,0.0169,13.9395,SELF,0,685.06,0.18,592.3728814,5.923728814,5.923728814,673.2125424,MANAGED,XTR560036A,KARNATAKA,560036,RAJASTHAN,302017,D,0.28,47,626.2125424,0,0,,626.2125424,626.2125424,open
4/3/2024,Q69JQ29GX0V59,CANCELLED,45dfce76-b69b-4eff-bc99-c0fde39371fe,a56d02b4-e6f8-40f0-9c8b-ea01f0101701,bike_accessories,motorbike gloves,,XTR-BG-BLK-NEO-XL,5a4599bd-6546-4d92-a5d3-3a78fcaeb95c,xtrim,63079090,01HTJJ2HJY4GQYVV3FVZB56JTN,CYBERSOURCE,CARD,KKBK,VISA,CREDIT,699,0,699,0.0169,13.9395,SELF,0,685.06,0.18,592.3728814,5.923728814,5.923728814,673.2125424,MANAGED,XTR560036A,KARNATAKA,560036,RAJASTHAN,302017,D,0.28,0,673.2125424,0,0,,673.2125424,673.2125424,closed
